Date,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG
2004-08-19,2.4805283546447754,2.5724904535379487,2.372249437654324,2.4721222979893027,897427216
2004-08-20,2.6775572299957275,2.696592379476819,2.4844843321286385,2.4970917642347903,458857488
2004-08-23,2.704502820968628,2.8053653421692903,2.6958506534308047,2.737876447567055,366857939
2004-08-24,2.592515468597412,2.7588887660973636,2.5603775980873573,2.7499895432413908,306396159
2004-08-25,2.620450019836426,2.669893169577036,2.5680410147068233,2.5947398659437386,184645512
2004-08-26,2.667668104171753,2.66865680163898,2.5873237745204576,2.5944928960546,142572401
2004-08-27,2.6241583824157715,2.685220267763395,2.6127867057755947,2.6723648350876354,124826132
2004-08-30,2.521812915802002,2.6078428451983524,2.521812915802002,2.6026506454500833,104429967
2004-08-31,2.530712366104126,2.563838699759072,2.5255211129509902,2.5289822639113657,98825037
2004-09-01,2.4783031940460205,2.5455447910407454,2.463964715710837,2.538870018881148,183633734
2004-09-02,2.5094518661499023,2.530712411077297,2.445918233984355,2.4520988946153928,303810504
2004-09-03,2.472369432449341,2.5151378087091354,2.455312392392517,2.495608315447998,103538639
2004-09-07,2.5111825466156006,2.521565762493027,2.462481981902271,2.4970913605126936,117506800
2004-09-08,2.528982162475586,2.547028848022032,2.4844839169310973,2.49041633795841,100186120
2004-09-09,2.5292294025421143,2.539117323809105,2.4968444725854564,2.534667711910215,81620792
2004-09-10,2.6038873195648193,2.634294380118499,2.504260553234836,2.5116769671854193,174804764
2004-09-13,2.6575324535369873,2.6800287545633044,2.6318222938024483,2.63602485007955,157628624
2004-09-14,2.7561705112457275,2.7687779422366785,2.6399798630744873,2.6562964477810356,217608605
2004-09-15,2.768777847290039,2.823906367128911,2.7242795997712306,2.7331797698911653,215279909
2004-09-16,2.8174784183502197,2.8627180706994904,2.7601256841437625,2.7771827265018643,186207345
2004-09-17,2.9044978618621826,2.9044978618621826,2.8070955416973185,2.8286031431990324,190350817
2004-09-20,2.950726270675659,3.0061018497481564,2.886698523597279,2.8911481356265614,213585582
2004-09-21,2.9131500720977783,2.976930762812638,2.904992252880745,2.9618508779234127,145262446
2004-09-22,2.926499128341675,2.958389949386366,2.887687187678883,2.9022729615627427,152344894
2004-09-23,2.9868195056915283,3.031564809736841,2.892878102561242,2.9378716458662635,171524515
2004-09-24,2.9623446464538574,3.067903820003206,2.960614544501197,2.9897846644980004,183336625
2004-09-27,2.9235332012176514,2.9883023508389788,2.91216152387903,2.955670128374949,141994242
2004-09-28,3.1361355781555176,3.1494844137865585,2.971739658794908,2.998685569319819,340190355
2004-09-29,3.2404589653015137,3.3378603288205086,3.1205610684841716,3.1321800374887006,613229953
2004-09-30,3.203871488571167,3.270618978872366,3.1890386603611853,3.211287902676158,276468402
2004-10-01,3.277540922164917,3.3185780176110597,3.186566088103317,3.2335367878998635,303934969
2004-10-04,3.338848829269409,3.383594367088619,3.3133859668942374,3.3435466800488878,261693228
2004-10-05,3.4206762313842773,3.4246314942636147,3.2691357556697427,3.3289611773521344,300887589
2004-10-06,3.3887863159179688,3.422654289174046,3.362087700239318,3.400405285012703,268900140
2004-10-07,3.432542324066162,3.458005423829014,3.3756837033923746,3.3848311659748136,283643194
2004-10-08,3.4048545360565186,3.453060982720109,3.3873022012950114,3.4293289349946536,222442656
2004-10-11,3.343794107437134,3.432790844265309,3.308936722850243,3.3868086013507015,210437827
2004-10-12,3.3966972827911377,3.401888299337561,3.2978119199087623,3.3235220763951854,234419380
2004-10-13,3.4832215309143066,3.5487332711041506,3.4629506290310252,3.543046722280251,397203256
2004-10-14,3.5104141235351562,3.519808641955643,3.425374078570103,3.4859406682710867,209835578
2004-10-15,3.5625760555267334,3.596939324292583,3.5091783505048073,3.5828479017061396,265150137
2004-10-18,3.6874189376831055,3.6884073985148174,3.490884905721963,3.540080059402136,282061287
2004-10-19,3.657258987426758,3.767516025472119,3.642673452270667,3.720545325114741,363918964
2004-10-20,3.473085641860962,3.683216520115553,3.4510836908723275,3.6594835202268716,456613107
2004-10-21,3.692857027053833,3.7113978250163395,3.5010206210716786,3.569745267199688,585767401
2004-10-22,4.2626824378967285,4.454024511994018,4.056259532181398,4.215959026580995,1481207196
2004-10-25,4.632758140563965,4.806548802212714,4.265647559094161,4.360824709566358,1315480331
2004-10-26,4.494320392608643,4.7622986031616295,4.449821903796812,4.606554838895178,895628499
2004-10-27,4.597407817840576,4.685167616892016,4.4935784899356115,4.517063486585118,536262538
2004-10-28,4.778614044189453,4.805559719135424,4.588260667602591,4.614959286494572,596097978
2004-10-29,4.712855815887451,4.943009821183279,4.711866645126363,4.916805315188448,849672890
2004-11-01,4.846101760864258,4.8866445013532624,4.728429275021058,4.7847935381432825,490828877
2004-11-02,4.8174262046813965,4.925704893445201,4.779602969734075,4.91408616134247,455553149
2004-11-03,4.738317966461182,4.983799846496394,4.7155746127106335,4.899253674677544,557630330
2004-11-04,4.56601095199585,4.706922339529697,4.532637563509804,4.658468594272928,578544429
2004-11-05,4.186540603637695,4.506680774285361,4.166764286285832,4.498770247344616,796297573
2004-11-08,4.265647888183594,4.337093467130776,4.187776012362191,4.225600671361368,449349985
2004-11-09,4.170471668243408,4.331159361924238,4.0856775001093775,4.303966161855534,444226854
2004-11-10,4.149705410003662,4.264906404345862,4.111882173666632,4.219172169017723,427355853
2004-11-11,4.524478912353516,4.542525358950359,4.142535548857598,4.181101368446997,601666773
2004-11-12,4.499263763427734,4.692089576410134,4.385546522385134,4.579113976750446,672354740
2004-11-15,4.570213794708252,4.655502080228841,4.418920372858908,4.460945928966434,477844390
2004-11-16,4.265400409698486,4.4367186141958825,4.223127799515203,4.388017814625256,839832142
2004-11-17,4.2644124031066895,4.388018525422284,4.177888354129509,4.178382939536511,728034662
2004-11-18,4.141794681549072,4.311876655301634,4.097049145802447,4.209777681217425,667677273
2004-11-19,4.187776565551758,4.202115283759104,4.116579453106241,4.180360150371235,352086780
2004-11-22,4.081474304199219,4.190247566996765,3.987781395899739,4.065900311006067,496582362
2004-11-23,4.141300678253174,4.223128291943862,4.116084869527423,4.1524252997498285,498393124
2004-11-24,4.320282936096191,4.380849538880411,4.264660294652004,4.321765745868192,613531078
2004-11-26,4.434741973876953,4.45056350086746,4.334126736213314,4.345992999778062,260175560
2004-11-29,4.475779056549072,4.522749049439898,4.388265367733138,4.458721303644271,428263241
2004-11-30,4.498769283294678,4.5239850882506545,4.456001615904066,4.467373291749205,309154460
2004-12-01,4.448833465576172,4.511624512446362,4.438697541405131,4.49802838367995,315743063
2004-12-02,4.4349894523620605,4.487150937633904,4.413975962015502,4.447349354621129,251374696
2004-12-03,4.459710121154785,4.4760257580491265,4.390490417540125,4.448585973863728,235647968
2004-12-06,4.358105659484863,4.467126951317245,4.351430886515534,4.428314067044693,251097661
2004-12-07,4.237960338592529,4.355881317866785,4.216205682568555,4.350935937668928,275866153
2004-12-08,4.202114105224609,4.293583042368304,4.1712126994974446,4.211261330240139,302802741
2004-12-09,4.287403106689453,4.289133918896799,4.164785687102264,4.208789587834555,307307563
